incident_severity,insured_hobbies,total_claim_amount,policy_annual_premium,age,insured_occupation,insured_relationship,umbrella_limit,collision_type,incident_type,fraud_reported
Minor Damage,biking,20371,818,55,doctor,unmarried,600000,Side Collision,Single Vehicle Collision,0
Minor Damage,skydiving,12406,905,57,manager,husband,1200000,Front Collision,Single Vehicle Collision,1
Trivial Damage,board games,13906,823,67,doctor,own-child,600000,Rear Collision,Parked Car,0
Total Loss,reading,18856,1174,37,teacher,unmarried,600000,Side Collision,Single Vehicle Collision,0
Major Damage,reading,18762,1264,39,manager,wife,0,Rear Collision,Multi-vehicle Collision,1
Major Damage,reading,14925,924,18,doctor,wife,0,Side Collision,Parked Car,0
Major Damage,biking,16362,1136,61,engineer,other-relative,0,Front Collision,Multi-vehicle Collision,0
Minor Damage,chess,12811,1035,23,manager,own-child,1200000,Rear Collision,Single Vehicle Collision,0
Total Loss,biking,10591,1139,22,doctor,wife,1200000,Rear Collision,Single Vehicle Collision,1
Major Damage,chess,11696,1120,24,manager,unmarried,0,Side Collision,Single Vehicle Collision,0
Minor Damage,cross-fit,17562,945,18,manager,other-relative,1200000,Rear Collision,Parked Car,0
Total Loss,cross-fit,17805,1131,55,lawyer,wife,1200000,Front Collision,Parked Car,0
Total Loss,cross-fit,16391,1365,34,manager,other-relative,1200000,Front Collision,Parked Car,1
Trivial Damage,skydiving,15407,878,20,doctor,husband,0,Front Collision,Single Vehicle Collision,1
Major Damage,biking,16893,1368,19,manager,wife,1200000,Rear Collision,Single Vehicle Collision,0
Total Loss,reading,17101,787,53,manager,unmarried,0,Rear Collision,Single Vehicle Collision,0
Trivial Damage,biking,7051,925,25,teacher,own-child,0,Front Collision,Single Vehicle Collision,0
Minor Damage,cross-fit,20640,666,60,lawyer,own-child,1200000,Rear Collision,Parked Car,0
Trivial Damage,chess,8200,776,60,doctor,unmarried,0,Rear Collision,Parked Car,0
Trivial Damage,reading,13774,534,60,engineer,other-relative,0,Rear Collision,Single Vehicle Collision,0
Major Damage,chess,14172,1055,32,lawyer,wife,600000,Rear Collision,Single Vehicle Collision,0
Trivial Damage,cross-fit,13597,135,18,doctor,other-relative,600000,Side Collision,Multi-vehicle Collision,0
Minor Damage,skydiving,20925,1101,64,manager,husband,600000,Side Collision,Parked Car,1
Trivial Damage,board games,22678,822,43,engineer,own-child,600000,Rear Collision,Multi-vehicle Collision,0
Trivial Damage,cross-fit,14510,1239,69,doctor,unmarried,0,Rear Collision,Parked Car,0
Major Damage,chess,11185,832,36,manager,wife,600000,Front Collision,Multi-vehicle Collision,1
Total Loss,skydiving,19011,1366,30,doctor,unmarried,0,Side Collision,Multi-vehicle Collision,1
Total Loss,cross-fit,19951,1193,38,teacher,other-relative,0,Rear Collision,Multi-vehicle Collision,1
Trivial Damage,cross-fit,23582,678,31,manager,unmarried,0,Rear Collision,Single Vehicle Collision,1
Major Damage,chess,17951,1494,22,doctor,husband,1200000,Front Collision,Single Vehicle Collision,0
Total Loss,biking,18146,1047,48,manager,own-child,1200000,Front Collision,Parked Car,0
Major Damage,chess,15160,1256,30,lawyer,own-child,600000,Front Collision,Single Vehicle Collision,0
Trivial Damage,chess,14290,1092,44,manager,other-relative,600000,Front Collision,Multi-vehicle Collision,0
Total Loss,board games,13188,1345,45,lawyer,own-child,600000,Side Collision,Multi-vehicle Collision,1
Trivial Damage,reading,20658,784,52,teacher,wife,1200000,Front Collision,Parked Car,0
Major Damage,biking,15225,1082,59,lawyer,unmarried,600000,Rear Collision,Single Vehicle Collision,1
Major Damage,cross-fit,18895,1250,40,manager,other-relative,0,Rear Collision,Single Vehicle Collision,0
Total Loss,chess,10046,1127,60,doctor,own-child,600000,Side Collision,Parked Car,0
Major Damage,biking,20686,1044,45,lawyer,wife,0,Front Collision,Multi-vehicle Collision,1
Trivial Damage,reading,18130,853,46,doctor,husband,1200000,Front Collision,Multi-vehicle Collision,1
Minor Damage,cross-fit,9832,909,33,manager,other-relative,600000,Side Collision,Parked Car,1
Total Loss,biking,12633,1061,29,manager,own-child,1200000,Front Collision,Single Vehicle Collision,1
Total Loss,reading,13821,891,48,manager,own-child,600000,Rear Collision,Parked Car,1
Total Loss,biking,13848,683,49,teacher,unmarried,1200000,Front Collision,Multi-vehicle Collision,0
Trivial Damage,reading,13061,1415,58,manager,other-relative,0,Front Collision,Single Vehicle Collision,0
Minor Damage,chess,24824,1278,55,manager,wife,600000,Front Collision,Multi-vehicle Collision,0
Trivial Damage,reading,10900,673,43,lawyer,unmarried,1200000,Side Collision,Single Vehicle Collision,0
Minor Damage,skydiving,18415,967,25,engineer,own-child,0,Side Collision,Single Vehicle Collision,0
Total Loss,skydiving,13814,915,53,engineer,unmarried,1200000,Front Collision,Single Vehicle Collision,1
Major Damage,skydiving,12268,1179,50,engineer,husband,600000,Front Collision,Parked Car,1
Major Damage,cross-fit,13881,1841,20,engineer,own-child,600000,Side Collision,Single Vehicle Collision,0
Major Damage,cross-fit,6916,1759,53,manager,husband,1200000,Rear Collision,Parked Car,0
Major Damage,chess,4976,1022,18,manager,own-child,0,Rear Collision,Multi-vehicle Collision,0
Major Damage,cross-fit,16525,1481,67,doctor,wife,0,Rear Collision,Parked Car,0
Total Loss,skydiving,18491,816,25,teacher,husband,0,Front Collision,Parked Car,0
Major Damage,biking,14177,749,58,manager,husband,0,Front Collision,Single Vehicle Collision,0
Major Damage,board games,17205,662,61,lawyer,unmarried,0,Front Collision,Parked Car,0
Total Loss,biking,18462,1135,43,lawyer,unmarried,600000,Front Collision,Multi-vehicle Collision,1
Trivial Damage,reading,12151,1724,18,lawyer,husband,600000,Front Collision,Single Vehicle Collision,0
Trivial Damage,chess,12248,1078,31,teacher,other-relative,1200000,Rear Collision,Parked Car,0
Total Loss,board games,29330,772,28,teacher,other-relative,600000,Front Collision,Single Vehicle Collision,0
Major Damage,cross-fit,24050,952,49,doctor,own-child,1200000,Rear Collision,Single Vehicle Collision,1
Minor Damage,reading,14330,1437,31,teacher,wife,0,Rear Collision,Multi-vehicle Collision,0
Total Loss,reading,25850,-6,29,doctor,wife,600000,Rear Collision,Multi-vehicle Collision,0
Total Loss,skydiving,9625,1563,60,engineer,wife,600000,Front Collision,Single Vehicle Collision,1
Minor Damage,cross-fit,17911,1043,61,manager,wife,600000,Front Collision,Multi-vehicle Collision,1
Minor Damage,chess,6881,1394,37,engineer,husband,600000,Rear Collision,Parked Car,0
Total Loss,reading,15054,859,51,engineer,own-child,1200000,Side Collision,Single Vehicle Collision,0
Minor Damage,board games,9928,1748,22,manager,unmarried,1200000,Front Collision,Single Vehicle Collision,0
Total Loss,biking,12847,905,19,doctor,wife,0,Rear Collision,Parked Car,1
Minor Damage,biking,22628,503,66,lawyer,other-relative,1200000,Side Collision,Single Vehicle Collision,0
Total Loss,board games,11115,540,63,lawyer,own-child,1200000,Rear Collision,Single Vehicle Collision,0
Trivial Damage,biking,20591,1349,59,teacher,own-child,600000,Front Collision,Multi-vehicle Collision,1
Total Loss,reading,11876,818,44,lawyer,wife,0,Rear Collision,Multi-vehicle Collision,0
Total Loss,reading,15412,898,18,teacher,unmarried,0,Side Collision,Multi-vehicle Collision,0
Trivial Damage,cross-fit,1342,656,38,lawyer,unmarried,1200000,Front Collision,Multi-vehicle Collision,0
Minor Damage,chess,11113,1096,37,doctor,other-relative,600000,Rear Collision,Single Vehicle Collision,0
Trivial Damage,board games,16848,1136,29,lawyer,husband,0,Side Collision,Multi-vehicle Collision,0
Minor Damage,board games,14448,1235,48,teacher,own-child,600000,Rear Collision,Single Vehicle Collision,0
Total Loss,board games,18063,1056,60,lawyer,unmarried,600000,Side Collision,Multi-vehicle Collision,0
Minor Damage,chess,18972,1005,66,teacher,other-relative,0,Rear Collision,Parked Car,0
Total Loss,board games,17693,888,30,doctor,wife,1200000,Rear Collision,Multi-vehicle Collision,0
Trivial Damage,board games,17977,1115,64,manager,husband,0,Front Collision,Single Vehicle Collision,0
Minor Damage,cross-fit,19150,818,69,engineer,unmarried,1200000,Front Collision,Multi-vehicle Collision,0
Major Damage,biking,18853,1236,19,engineer,husband,0,Rear Collision,Parked Car,1
Major Damage,skydiving,19382,982,41,manager,wife,0,Rear Collision,Parked Car,0
Trivial Damage,biking,12698,1188,49,lawyer,own-child,600000,Rear Collision,Multi-vehicle Collision,0
Major Damage,chess,16836,1096,34,doctor,other-relative,0,Rear Collision,Parked Car,0
Total Loss,reading,18116,1703,18,manager,own-child,0,Rear Collision,Single Vehicle Collision,1
Major Damage,reading,18584,797,34,engineer,other-relative,0,Front Collision,Multi-vehicle Collision,1
Total Loss,reading,16646,1168,66,doctor,husband,600000,Side Collision,Single Vehicle Collision,0
Total Loss,skydiving,19727,1358,55,engineer,husband,1200000,Side Collision,Multi-vehicle Collision,0
Total Loss,chess,22429,1229,22,lawyer,own-child,0,Front Collision,Single Vehicle Collision,1
Trivial Damage,skydiving,12763,1014,52,lawyer,wife,0,Front Collision,Single Vehicle Collision,0
Major Damage,biking,15968,857,18,teacher,unmarried,600000,Front Collision,Parked Car,1
Total Loss,chess,17404,936,34,lawyer,own-child,1200000,Side Collision,Multi-vehicle Collision,0
Minor Damage,chess,13029,662,60,engineer,own-child,1200000,Front Collision,Multi-vehicle Collision,0
Minor Damage,reading,10187,1207,60,engineer,wife,600000,Front Collision,Parked Car,0
Minor Damage,board games,10851,969,26,lawyer,unmarried,1200000,Rear Collision,Single Vehicle Collision,0
Minor Damage,biking,21989,948,36,manager,other-relative,1200000,Rear Collision,Parked Car,0
Total Loss,chess,17822,1465,25,engineer,wife,1200000,Side Collision,Single Vehicle Collision,1
Major Damage,biking,14557,762,66,teacher,own-child,600000,Side Collision,Single Vehicle Collision,0
Total Loss,reading,11713,808,31,teacher,own-child,600000,Side Collision,Single Vehicle Collision,0
Minor Damage,skydiving,9516,624,63,lawyer,husband,0,Side Collision,Single Vehicle Collision,0
Trivial Damage,skydiving,17690,897,24,manager,other-relative,0,Front Collision,Single Vehicle Collision,1
Total Loss,biking,20148,546,66,lawyer,own-child,0,Rear Collision,Parked Car,0
Total Loss,skydiving,4839,708,39,manager,wife,1200000,Side Collision,Multi-vehicle Collision,1
Total Loss,biking,16966,1105,47,lawyer,wife,1200000,Front Collision,Single Vehicle Collision,0
Major Damage,reading,17793,402,55,doctor,unmarried,600000,Rear Collision,Multi-vehicle Collision,1
Minor Damage,biking,21448,902,28,doctor,unmarried,0,Rear Collision,Single Vehicle Collision,0
Trivial Damage,reading,21933,965,53,manager,wife,600000,Rear Collision,Single Vehicle Collision,1
Major Damage,biking,17166,481,59,teacher,wife,1200000,Rear Collision,Single Vehicle Collision,0
Major Damage,cross-fit,20366,909,59,doctor,unmarried,600000,Rear Collision,Single Vehicle Collision,0
Major Damage,reading,21144,1230,21,engineer,other-relative,600000,Front Collision,Parked Car,1
Minor Damage,biking,13189,1188,18,engineer,other-relative,0,Side Collision,Parked Car,0
Minor Damage,board games,18438,880,47,lawyer,unmarried,600000,Rear Collision,Single Vehicle Collision,0
Trivial Damage,cross-fit,9083,1172,42,teacher,wife,0,Side Collision,Parked Car,1
Total Loss,reading,14959,1148,26,engineer,husband,600000,Rear Collision,Multi-vehicle Collision,1
Trivial Damage,biking,17317,1037,57,teacher,own-child,0,Front Collision,Parked Car,0
Trivial Damage,biking,12100,1015,68,teacher,unmarried,0,Rear Collision,Single Vehicle Collision,0
Minor Damage,board games,10264,1567,64,doctor,other-relative,1200000,Rear Collision,Parked Car,0
Minor Damage,chess,22332,746,20,manager,other-relative,1200000,Rear Collision,Single Vehicle Collision,0
Total Loss,skydiving,9618,1443,27,lawyer,unmarried,0,Side Collision,Multi-vehicle Collision,0
Total Loss,board games,21558,1085,58,doctor,own-child,0,Front Collision,Parked Car,0
Total Loss,skydiving,14562,940,29,manager,unmarried,1200000,Front Collision,Single Vehicle Collision,1
Major Damage,chess,19776,1192,43,engineer,wife,0,Front Collision,Parked Car,0
Trivial Damage,biking,20353,838,44,doctor,husband,0,Rear Collision,Single Vehicle Collision,0
Minor Damage,cross-fit,15554,1071,35,doctor,other-relative,1200000,Front Collision,Single Vehicle Collision,1
Trivial Damage,skydiving,9622,776,39,doctor,other-relative,600000,Front Collision,Parked Car,0
Total Loss,biking,13747,1129,40,engineer,other-relative,0,Rear Collision,Parked Car,0
Major Damage,cross-fit,21705,1320,28,engineer,unmarried,600000,Front Collision,Single Vehicle Collision,1
Major Damage,skydiving,15874,1274,30,engineer,unmarried,600000,Rear Collision,Single Vehicle Collision,1
Total Loss,chess,7040,851,50,doctor,wife,600000,Front Collision,Multi-vehicle Collision,0
Major Damage,skydiving,10918,1211,35,teacher,unmarried,600000,Rear Collision,Single Vehicle Collision,1
Total Loss,cross-fit,22616,1124,20,doctor,unmarried,600000,Rear Collision,Multi-vehicle Collision,1
Major Damage,cross-fit,15437,601,20,manager,wife,600000,Side Collision,Single Vehicle Collision,0
Total Loss,biking,16318,981,68,manager,own-child,1200000,Side Collision,Parked Car,1
Trivial Damage,chess,17015,1166,23,doctor,unmarried,0,Front Collision,Parked Car,0
Minor Damage,chess,17557,1462,28,teacher,husband,0,Side Collision,Multi-vehicle Collision,0
Total Loss,chess,10986,1052,65,manager,other-relative,600000,Rear Collision,Parked Car,1
Minor Damage,biking,21378,1377,33,lawyer,unmarried,0,Front Collision,Single Vehicle Collision,1
Minor Damage,biking,13648,867,35,teacher,own-child,0,Rear Collision,Multi-vehicle Collision,0
Trivial Damage,board games,24595,1022,49,manager,own-child,1200000,Side Collision,Single Vehicle Collision,1
Major Damage,skydiving,18351,723,65,engineer,wife,1200000,Rear Collision,Parked Car,0
Major Damage,cross-fit,23857,270,50,doctor,wife,0,Front Collision,Multi-vehicle Collision,1
Trivial Damage,board games,14707,1753,64,engineer,own-child,1200000,Side Collision,Single Vehicle Collision,0
Total Loss,cross-fit,14307,627,47,engineer,other-relative,0,Rear Collision,Single Vehicle Collision,1
Minor Damage,reading,12488,806,49,lawyer,other-relative,1200000,Side Collision,Multi-vehicle Collision,0
Minor Damage,reading,7287,1382,30,manager,other-relative,1200000,Rear Collision,Multi-vehicle Collision,0
Trivial Damage,reading,18827,1439,44,lawyer,wife,600000,Rear Collision,Parked Car,0
Major Damage,reading,11133,1351,47,teacher,unmarried,1200000,Rear Collision,Single Vehicle Collision,0
Major Damage,biking,2219,810,60,lawyer,wife,600000,Rear Collision,Multi-vehicle Collision,0
Major Damage,chess,21804,1461,57,manager,wife,0,Front Collision,Parked Car,1
Minor Damage,cross-fit,3435,1154,63,manager,wife,0,Rear Collision,Single Vehicle Collision,0
Major Damage,chess,19300,902,64,manager,own-child,600000,Rear Collision,Multi-vehicle Collision,1
Minor Damage,reading,13794,1216,30,teacher,other-relative,1200000,Front Collision,Single Vehicle Collision,0
Trivial Damage,cross-fit,13857,1013,28,teacher,unmarried,1200000,Side Collision,Single Vehicle Collision,1
Trivial Damage,cross-fit,26239,1120,65,lawyer,own-child,600000,Side Collision,Single Vehicle Collision,0
Major Damage,biking,12931,724,23,engineer,husband,0,Front Collision,Single Vehicle Collision,0
Minor Damage,cross-fit,17259,912,60,doctor,own-child,0,Rear Collision,Parked Car,0
Minor Damage,chess,15935,437,31,teacher,own-child,1200000,Side Collision,Parked Car,1
Trivial Damage,cross-fit,24625,813,59,manager,wife,1200000,Rear Collision,Multi-vehicle Collision,1
Total Loss,biking,20575,1700,59,lawyer,other-relative,600000,Side Collision,Single Vehicle Collision,1
Minor Damage,biking,11888,912,47,lawyer,wife,1200000,Side Collision,Multi-vehicle Collision,0
Major Damage,skydiving,12860,1007,30,lawyer,wife,0,Side Collision,Parked Car,0
Total Loss,reading,9970,1015,69,engineer,own-child,1200000,Front Collision,Multi-vehicle Collision,1
Trivial Damage,board games,18224,1313,49,doctor,wife,1200000,Rear Collision,Parked Car,0
Minor Damage,skydiving,16605,1441,21,engineer,other-relative,1200000,Rear Collision,Multi-vehicle Collision,0
Total Loss,board games,18748,949,49,teacher,wife,600000,Rear Collision,Single Vehicle Collision,0
Major Damage,cross-fit,17926,738,28,doctor,wife,0,Rear Collision,Parked Car,1
Major Damage,chess,16081,624,32,lawyer,unmarried,600000,Front Collision,Single Vehicle Collision,1
Major Damage,chess,21557,1111,65,manager,other-relative,0,Side Collision,Parked Car,1
Minor Damage,reading,15495,562,52,teacher,wife,600000,Rear Collision,Single Vehicle Collision,0
Major Damage,chess,14457,666,22,lawyer,unmarried,0,Front Collision,Parked Car,0
Major Damage,board games,21159,835,37,doctor,own-child,600000,Side Collision,Parked Car,1
Major Damage,biking,21356,1220,36,engineer,own-child,0,Front Collision,Multi-vehicle Collision,0
